Content Tab,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Property,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Partner Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab,Region Tab
Details,107939,Villa Savana,Puerto Vallarta,Diana Soler,BLUEWAY - Villa Savana,161 Calle Las Hortencias Jalisco Alta Vista Mexico,3463,Lifetime: 16 // $31572,Erin O'Neil (1/2016),-,All Clear,Green-DA: Good condition - inspections are not allowed,07-Mar-16,Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Greeting only,-,-,-,-,-,-,107939,Villa Savana,Puerto Vallarta,Diana Soler,BLUEWAY - Villa Savana,2006,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107939,Villa Savana,Puerto Vallarta,Diana Soler,BLUEWAY - Villa Savana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107940,Blue Serenity,St. Thomas,Edward Puglia,Mclaughlin Anderson,Unnamed Road  St. Thomas East End USVI 00802,3462,Lifetime: 33 // $71447,Shawn Gagnon (2/2016),-,All Clear,Orange: Impactful issues were noticed at the property that would require labor to be resolved,-,Guest survey or other feedback received: ,-,-,-,-,-,-,107940,Blue Serenity,St. Thomas,Edward Puglia,Mclaughlin Anderson,2003,-,-,20%,-,-,-,-,-,-,-,-,-,-,-,107940,Blue Serenity,St. Thomas,Edward Puglia,Mclaughlin Anderson,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107941,Chateau Grimaldi,Provence,Patrick Cosculluela,Chateau Grimaldi,Chemin du Chateau d'Alpheran  Provence-Alpes-Côte d'Azur Aix-en-Provence France 13540,3462,Lifetime: 2 // $22356,-,-,All Clear,-,-,-,-,-,-,-,-,-,107941,Chateau Grimaldi,Provence,Patrick Cosculluela,Chateau Grimaldi,2006,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107941,Chateau Grimaldi,Provence,Patrick Cosculluela,Chateau Grimaldi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107943,Le Reve,St. Martin,Edward Puglia,BLUEWAY - Carimo,Unnamed Road St. Martin Baie Rouge St. Martin 97000,3459,Lifetime: 46 // $659998,Frederick Bouari (2/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,12-Feb-16,Guest survey or other feedback received: Good Report: no issues.,-,-,-,-,-,-,107943,Le Reve,St. Martin,Edward Puglia,BLUEWAY - Carimo,2003,-,45% non refundable if canceled within 95 days of arrival; 70% non refundable if canceled within 35 days of arrival; 100% non refundable during holidays,20%,"50% Deposit, Full payment 110 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107943,Le Reve,St. Martin,Edward Puglia,BLUEWAY - Carimo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107944,La Favorita,St. Martin,Edward Puglia,BLUEWAY - Carimo,125 Rue Rosseau Collectivity of Saint Martin Les Terres-Basses St. Martin,3459,Lifetime: 56 // $99729,Kristy Taylor (3/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,28-Aug-15,-,-,-,-,-,-,-,107944,La Favorita,St. Martin,Edward Puglia,BLUEWAY - Carimo,2003,-,45% non refundable if canceled within 95 days of arrival; 70% non refundable if canceled within 35 days of arrival; 100% non refundable during holidays,20%,"50% Deposit, Full payment 110 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107944,La Favorita,St. Martin,Edward Puglia,BLUEWAY - Carimo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107951,L'Olivier,St. Martin,Edward Puglia,BLUEWAY - Carimo,7 Rue de la Falaise Collectivity of Saint Martin Les Terres-Basses St. Martin,3459,Lifetime: 59 // $88120,Kristy Taylor (4/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,21-Feb-16,"Guest survey or other feedback received: Welcome Inspection: good report, no issues.",-,-,-,-,-,-,107951,L'Olivier,St. Martin,Edward Puglia,BLUEWAY - Carimo,2003,-,45% non refundable if canceled within 95 days of arrival; 70% non refundable if canceled within 35 days of arrival; 100% non refundable during holidays,20%,"50% Deposit, Full payment 110 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107951,L'Olivier,St. Martin,Edward Puglia,BLUEWAY - Carimo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107961,La Provencale,Provence,Patrick Cosculluela,Luxury Rentals,Unnamed Road  Provence-Alpes-Côte d'Azur Aix-en-Provence France 13100,755,Be the first to book this villa!,-,-,All Clear,-,-,-,-,-,-,-,-,-,107961,La Provencale,Provence,Patrick Cosculluela,Luxury Rentals,2003,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107961,La Provencale,Provence,Patrick Cosculluela,Luxury Rentals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107963,Les Murets,Provence,Patrick Cosculluela,Luxury Rentals,Chemin des Dumaines  Provence-Alpes-Côte d'Azur Cabrières-d'Avignon France 84220,3457,Lifetime: 4 // $11269,-,-,All Clear,-,-,-,-,-,-,-,-,-,107963,Les Murets,Provence,Patrick Cosculluela,Luxury Rentals,2003,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107963,Les Murets,Provence,Patrick Cosculluela,Luxury Rentals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107980,Villa Sublime,Turks and Caicos,Mike Rollins,BLUEWAY - Vieux Caribe/Villa Sublime,Unnamed Road Providenciales Silly Creek Turks and Caicos Islands TKCA 1ZZ,3452,Lifetime: 61 // $88391,Andrew Jamieson (4/2016),-,CONSTRUCTION - NEIGHBOUR: Construction near to villa-compensation provided. ETA end: Aug 2016,Orange: Impactful issues were noticed at the property that would require labor to be resolved,10-Mar-16,"Guest survey or other feedback received: Advance: -construction a bit noisy,
minor issues:bedroom 2 - seating area has a stain on it, bathroom 2- cabinet hinges are rusty,toilet seat needs to be changed, wall next to towel rack needs repairing/painting, white sofa chair has a tear and needs to be repaired, bathroom 3 has a rusted screw where the soap dish was,",-,-,-,-,-,-,107980,Villa Sublime,Turks and Caicos,Mike Rollins,BLUEWAY - Vieux Caribe/Villa Sublime,2004,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107980,Villa Sublime,Turks and Caicos,Mike Rollins,BLUEWAY - Vieux Caribe/Villa Sublime,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107987,Villa Luna Creciente,Puerto Vallarta,Diana Soler,Agave Villas Mexico,Mismaloya 554 Puerta Vallarta Jardines del Puerto Mexico,459,Lifetime: 8 // $16915,Jessica Scotcher (4/2016),-,CONSTRUCTION - NEIGHBOUR: Construction next door has just begun. Noise level will vary throughout the project. Home E. to keep PD updated. ETA: March 2017,Green: Good condition - no or minimal issues noticed,26-Dec-15,"Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: some lights needs replacing, missing one hair dryer",-,-,-,-,-,-,107987,Villa Luna Creciente,Puerto Vallarta,Diana Soler,Agave Villas Mexico,2014,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107987,Villa Luna Creciente,Puerto Vallarta,Diana Soler,Agave Villas Mexico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,107989,The Tuscany,Turks and Caicos,Mike Rollins,BLUEWAY - The Tuscany Resort,Unnamed Road  Providenciales Grace Bay Turks and Caicos Islands TKCA 1ZZ,3450,Lifetime: 76 // $99380,Richard Spence (4/2016),-,All Clear,NO EYE: Property has never been inspected,-,Guest survey or other feedback received: ,-,-,-,-,-,-,107989,The Tuscany,Turks and Caicos,Mike Rollins,BLUEWAY - The Tuscany Resort,2006,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,107989,The Tuscany,Turks and Caicos,Mike Rollins,BLUEWAY - The Tuscany Resort,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108013,Condo Rosa,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,Unnamed Road  Nayarit Punta Mita Mexico 63734,3441,Lifetime: 15 // $26798,Diandra Berman (10/2015),-,All Clear,-,-,-,-,-,-,-,-,-,108013,Condo Rosa,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,2004,-,45% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108013,Condo Rosa,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108019,Condo Margarita,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,Unnamed Road  Nayarit Punta Mita Mexico 63734,3441,Lifetime: 5 // $7676,-,-,All Clear,-,-,-,-,-,-,-,-,-,108019,Condo Margarita,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,2004,-,45% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108019,Condo Margarita,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108104,(H) Villa Golondrina,Cabo San Lucas,Diana Soler,Luxury Villa Collections,No address on file,3431,Lifetime: 8 // $23570,-,-,PARTNER ISSUE: Rebuilding after hurricane - ETA Nov 2015,-,-,-,-,-,-,-,-,-,108104,(H) Villa Golondrina,Cabo San Lucas,Diana Soler,Luxury Villa Collections,2005,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108104,(H) Villa Golondrina,Cabo San Lucas,Diana Soler,Luxury Villa Collections,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108117,Casa San Sebastian,Puerto Vallarta,Diana Soler,BLUEWAY - Casa San Sebastian,200 Carretera Federal  Jalisco Aguacate Mexico,599,Lifetime: 4 // $8325,Michael Rassy (3/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,10-Nov-15,"Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: Water takes a while to warm up, welcome manual",-,-,-,-,-,-,108117,Casa San Sebastian,Puerto Vallarta,Diana Soler,BLUEWAY - Casa San Sebastian,2014,-,25% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,25%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108117,Casa San Sebastian,Puerto Vallarta,Diana Soler,BLUEWAY - Casa San Sebastian,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108137,Nahma,St. Barts,Edward Puglia,Ici et la Villas,D209 St. Barts Deve Saint Barthélemy 97133,3427,Lifetime: 4 // $6571,Jeremie Comeau (12/2015),-,All Clear,-,-,-,-,-,-,-,-,-,108137,Nahma,St. Barts,Edward Puglia,Ici et la Villas,2003,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108137,Nahma,St. Barts,Edward Puglia,Ici et la Villas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108138,Villa Viviana at Tryall Club,Jamaica,Edward Puglia,Tryall Club,Unnamed Road  Saint James Montego Bay Jamaica JMDWD14,3427,Lifetime: 4 // $12427,-,-,All Clear,-,-,-,-,-,-,-,-,-,108138,Villa Viviana at Tryall Club,Jamaica,Edward Puglia,Tryall Club,2003,-,20% non refundable if canceled within 65 days of arrival and 70% non refundable if canceled within 30 days of arrival during high season. 20% non refundable if canceled within 35 days of arrival and 55% non refundable if canceled within 13 days of arrival during low season.,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108138,Villa Viviana at Tryall Club,Jamaica,Edward Puglia,Tryall Club,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108139,Pineapple House at Tryall,Jamaica,Edward Puglia,Tryall Club,Unnamed Road Tryall Club Hanover Tryall Jamaica JMDWD14,693,Lifetime: 6 // $18584,Sarah Rose Walder (4/2016),-,All Clear,-,-,-,-,-,-,-,-,-,108139,Pineapple House at Tryall,Jamaica,Edward Puglia,Tryall Club,2003,-,20% non refundable if canceled within 65 days of arrival and 70% non refundable if canceled within 30 days of arrival during high season. 20% non refundable if canceled within 35 days of arrival and 55% non refundable if canceled within 13 days of arrival during low season.,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108139,Pineapple House at Tryall,Jamaica,Edward Puglia,Tryall Club,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108142,Karma Bay at Tryall Club,Jamaica,Edward Puglia,Tryall Club,Unnamed Road Saint James Montego Bay Jamaica JMDWD14,3427,Lifetime: 6 // $11201,-,-,All Clear,-,-,-,-,-,-,-,-,-,108142,Karma Bay at Tryall Club,Jamaica,Edward Puglia,Tryall Club,2003,-,20% non refundable if canceled within 65 days of arrival and 70% non refundable if canceled within 30 days of arrival during high season. 20% non refundable if canceled within 35 days of arrival and 55% non refundable if canceled within 13 days of arrival during low season.,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108142,Karma Bay at Tryall Club,Jamaica,Edward Puglia,Tryall Club,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108143,(P) Haystack at Tryall Club,Jamaica,Edward Puglia,Tryall Club,No address on file,3427,Lifetime: 4 // $23194,-,-,All Clear,-,-,-,-,-,-,-,-,-,108143,(P) Haystack at Tryall Club,Jamaica,Edward Puglia,Tryall Club,2003,-,20% non refundable if canceled within 65 days of arrival and 70% non refundable if canceled within 30 days of arrival during high season. 20% non refundable if canceled within 35 days of arrival and 55% non refundable if canceled within 13 days of arrival during low season.,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108143,(P) Haystack at Tryall Club,Jamaica,Edward Puglia,Tryall Club,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108168,Whispering Winds,St. Croix,Edward Puglia,Vacation St. Croix,St. Croix Teague Bay USVI 00820,20,Lifetime: 7 // $6186,-,-,All Clear,-,-,-,-,-,-,-,-,-,108168,Whispering Winds,St. Croix,Edward Puglia,Vacation St. Croix,2003,-,40% non refundable if canceled within 50 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108168,Whispering Winds,St. Croix,Edward Puglia,Vacation St. Croix,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108170,Petite Plage 4,St. Martin,Edward Puglia,BLUEWAY - Carimo,Unnamed Road  St. Martin Grand Case St. Martin 97000,3401,Lifetime: 68 // $324129,Dominic Lachapelle (2/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,-,Guest survey or other feedback received: ,-,-,-,-,-,-,108170,Petite Plage 4,St. Martin,Edward Puglia,BLUEWAY - Carimo,2003,-,45% non refundable if canceled within 95 days of arrival; 70% non refundable if canceled within 35 days of arrival; 100% non refundable during holidays,20%,"50% Deposit, Full payment 110 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108170,Petite Plage 4,St. Martin,Edward Puglia,BLUEWAY - Carimo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108171,Happy Bay Villa,St. Martin,Edward Puglia,BLUEWAY - Carimo,Mont Choisy  St. Martin Happy Bay St. Martin 97150,3400,Lifetime: 82 // $129431,Andrew Jamieson (4/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,27-Feb-16,Guest survey or other feedback received: Welcome Inspection: no issues.,-,-,-,-,-,-,108171,Happy Bay Villa,St. Martin,Edward Puglia,BLUEWAY - Carimo,2003,-,45% non refundable if canceled within 95 days of arrival; 70% non refundable if canceled within 35 days of arrival; 100% non refundable during holidays,20%,"50% Deposit, Full payment 110 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108171,Happy Bay Villa,St. Martin,Edward Puglia,BLUEWAY - Carimo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108185,Villa Gardenia,St. Thomas,Edward Puglia,Mclaughlin Anderson,Unnamed Road St. Thomas Northside USVI 00802,3396,Lifetime: 31 // $30054,Shane Handyside (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,108185,Villa Gardenia,St. Thomas,Edward Puglia,Mclaughlin Anderson,2003,-,-,20%,-,-,-,-,-,-,-,-,-,-,-,108185,Villa Gardenia,St. Thomas,Edward Puglia,Mclaughlin Anderson,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108186,Campo Rinaldo,Umbria,Patrick Cosculluela,BLUEWAY - Todi Castle Estate (IVI),Unnamed Road  Perugia Todi Italy,3396,Lifetime: 21 // $28769,-,-,All Clear,-,-,-,-,-,-,-,-,-,108186,Campo Rinaldo,Umbria,Patrick Cosculluela,BLUEWAY - Todi Castle Estate (IVI),2007,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108186,Campo Rinaldo,Umbria,Patrick Cosculluela,BLUEWAY - Todi Castle Estate (IVI),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108188,Al Valentino,Tuscany,Patrick Cosculluela,Salogi,33 Via degli Asili  Lucca Massrossa Italy 55100,3396,Lifetime: 10 // $25095,Grant Needham (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,108188,Al Valentino,Tuscany,Patrick Cosculluela,Salogi,2004,-,50% non refundable if canceled within 65 days of arrival. 70% non refundable if canceled within 45 days of arrival,18%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108188,Al Valentino,Tuscany,Patrick Cosculluela,Salogi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108190,Casa Bella,Cabo San Lucas,Diana Soler,BLUEWAY - LIfestyle Managment Services,Avenida Costa Azul Baja California Sur Rancho Cerror Colorado Mexico,3396,Lifetime: 44 // $56126,Grant Needham (4/2016),-,All Clear,Yellow: Minor villa condition issue(s) that can be controlled/fixed easily,13-Feb-16,Guest survey or other feedback received: All good,-,-,-,-,-,-,108190,Casa Bella,Cabo San Lucas,Diana Soler,BLUEWAY - LIfestyle Managment Services,2007,-,20% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,20%,"50% Deposit, Full payment 80 days prior to arrival during holiday season and 65 days prior to arrival during non holiday season",-,-,-,-,-,-,-,-,-,-,108190,Casa Bella,Cabo San Lucas,Diana Soler,BLUEWAY - LIfestyle Managment Services,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108194,Prestige,St. Barts,Edward Puglia,Ici et la Villas,Rue de la Paix St. Barts Gustavia Saint Barthélemy 97133,3394,Lifetime: 2 // $13571,-,-,All Clear,-,-,-,-,-,-,-,-,-,108194,Prestige,St. Barts,Edward Puglia,Ici et la Villas,2003,-,100% non refundable,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108194,Prestige,St. Barts,Edward Puglia,Ici et la Villas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108195,Tamarind House,St. Lucia,Edward Puglia,Tropical Villas,Unnamed Road  Soufriere Anse Mamin St. Lucia 00124,3394,Lifetime: 40 // $38631,Shane Handyside (2/2016),-,All Clear,NO EYE: Property has never been inspected,-,Guest survey or other feedback received: ,-,-,-,-,-,-,108195,Tamarind House,St. Lucia,Edward Puglia,Tropical Villas,2003,-,50% non refundable if canceled within 50 days of arrival,20%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108195,Tamarind House,St. Lucia,Edward Puglia,Tropical Villas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108202,Villa Sol,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,14 Las Redes  Nayarit Punta Mita Mexico 48325,3393,Lifetime: 4 // $20637,-,-,All Clear,-,-,-,-,-,-,-,-,-,108202,Villa Sol,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,2004,-,45% non refundable if canceled within 75 days of arrival. 100% non refundable during holidays,23%,"50% Deposit, Full payment 65 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108202,Villa Sol,Punta Mita,Diana Soler,BLUEWAY - Mita Residential,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108206,Le Chateau d'Avignon,Provence,Patrick Cosculluela,Luxury Rentals,2940 Route de la Vernede Gard Aramon France,3392,Lifetime: 20 // $145246,Jeremie Comeau (2/2016),-,All Clear,Green: Good condition - no or minimal issues noticed,25-Sep-15,"Welcome Inspection: inspection conducted the day of an arrival couple of hours prior to guest check-in: NO issues at all, but the property is old and floors squeak, hot water takes a few minutes to work, etc.",-,-,-,-,-,-,108206,Le Chateau d'Avignon,Provence,Patrick Cosculluela,Luxury Rentals,2003,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108206,Le Chateau d'Avignon,Provence,Patrick Cosculluela,Luxury Rentals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Details,108207,Villa Boulbon,Provence,Patrick Cosculluela,Luxury Rentals,D81 Bouches-du-Rhône Boulbon France 13150,3392,Lifetime: 32 // $55688,Emma Guezen (3/2016),-,All Clear,-,-,-,-,-,-,-,-,-,108207,Villa Boulbon,Provence,Patrick Cosculluela,Luxury Rentals,2003,-,100% non refundable,20%,"50% Deposit, Full payment 80 days prior to arrival",-,-,-,-,-,-,-,-,-,-,108207,Villa Boulbon,Provence,Patrick Cosculluela,Luxury Rentals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
